lsoa11cd,lsoa11nm,lsoa11_onsnm,lanm,imdrank,imddecile
W01000001,Aberffraw & Rhosneigr 1,Isle of Anglesey 007A,Isle of Anglesey,861,5
W01000002,Aberffraw & Rhosneigr 2,Isle of Anglesey 007B,Isle of Anglesey,1153,7
W01000003,Amlwch Port,Isle of Anglesey 001A,Isle of Anglesey,500,3
W01000004,Amlwch Rural,Isle of Anglesey 001B,Isle of Anglesey,1126,6
W01000005,Beaumaris,Isle of Anglesey 005A,Isle of Anglesey,1231,7
W01000006,Bodffordd,Isle of Anglesey 006A,Isle of Anglesey,933,5
W01000007,Bodorgan,Isle of Anglesey 009A,Isle of Anglesey,972,6
W01000008,Braint,Isle of Anglesey 008A,Isle of Anglesey,1781,10
W01000009,Bryngwran,Isle of Anglesey 007C,Isle of Anglesey,742,4
W01000010,Brynteg,Isle of Anglesey 002A,Isle of Anglesey,1485,8
W01000011,Cadnant (Isle of Anglesey),Isle of Anglesey 008B,Isle of Anglesey,1634,9
W01000012,Cefni,Isle of Anglesey 006B,Isle of Anglesey,1409,8
W01000013,Cwm Cadnant,Isle of Anglesey 005B,Isle of Anglesey,1673,9
W01000014,Cyngar,Isle of Anglesey 006C,Isle of Anglesey,1031,6
W01000015,Gwyngyll,Isle of Anglesey 008C,Isle of Anglesey,1733,10
W01000016,Holyhead Town,Isle of Anglesey 003A,Isle of Anglesey,209,2
W01000017,Kingsland,Isle of Anglesey 003B,Isle of Anglesey,326,2
W01000018,Llanbadrig,Isle of Anglesey 001C,Isle of Anglesey,980,6
W01000019,Llanbedrgoch,Isle of Anglesey 005C,Isle of Anglesey,1335,7
W01000020,Llanddyfnan,Isle of Anglesey 002B,Isle of Anglesey,1375,8
W01000021,Llaneilian,Isle of Anglesey 002C,Isle of Anglesey,969,6
W01000022,Llanfaethlu,Isle of Anglesey 004A,Isle of Anglesey,721,4
W01000023,Llanfair-yn-Neubwll 1,Isle of Anglesey 007D,Isle of Anglesey,873,5
W01000024,Llanfair-yn-Neubwll 2,Isle of Anglesey 007E,Isle of Anglesey,915,5
W01000025,Llanfihangel Ysgeifiog,Isle of Anglesey 009B,Isle of Anglesey,1115,6
W01000026,Llangoed,Isle of Anglesey 005D,Isle of Anglesey,943,5
W01000027,Llanidan,Isle of Anglesey 009C,Isle of Anglesey,1017,6
W01000028,Llannerch-y-medd,Isle of Anglesey 001D,Isle of Anglesey,640,4
W01000029,London Road,Isle of Anglesey 003C,Isle of Anglesey,238,2
W01000030,Maeshyfryd,Isle of Anglesey 003D,Isle of Anglesey,376,2
W01000031,Mechell,Isle of Anglesey 001E,Isle of Anglesey,852,5
W01000032,Moelfre,Isle of Anglesey 002D,Isle of Anglesey,941,5
W01000033,Morawelon,Isle of Anglesey 003E,Isle of Anglesey,168,1
W01000034,Parc a'r Mynydd,Isle of Anglesey 004B,Isle of Anglesey,1213,7
W01000035,Pentraeth,Isle of Anglesey 005E,Isle of Anglesey,1057,6
W01000036,Porthyfelin 1,Isle of Anglesey 003F,Isle of Anglesey,268,2
W01000037,Porthyfelin 2,Isle of Anglesey 003G,Isle of Anglesey,1018,6
W01000038,Rhosyr,Isle of Anglesey 009D,Isle of Anglesey,664,4
W01000039,Trearddur 1,Isle of Anglesey 004C,Isle of Anglesey,1312,7
W01000040,Trearddur 2,Isle of Anglesey 004D,Isle of Anglesey,1246,7
W01000041,Tudur,Isle of Anglesey 006D,Isle of Anglesey,262,2
W01000042,Tysilio,Isle of Anglesey 008D,Isle of Anglesey,1574,9
W01000043,Valley 1,Isle of Anglesey 004E,Isle of Anglesey,954,5
W01000044,Valley 2,Isle of Anglesey 004F,Isle of Anglesey,1739,10
W01000047,Abererch,Gwynedd 011A,Gwynedd,1145,6
W01000048,Abermaw 1,Gwynedd 016A,Gwynedd,811,5
W01000049,Abermaw 2,Gwynedd 016B,Gwynedd,1161,7
W01000050,Arllechwedd,Gwynedd 003A,Gwynedd,1045,6
W01000051,Bala,Gwynedd 015A,Gwynedd,1151,7
W01000052,Bethel & Cwm-y-Glo 1,Gwynedd 004A,Gwynedd,1573,9
W01000053,Bethel & Cwm-y-Glo 2,Gwynedd 004B,Gwynedd,1444,8
W01000054,Bontnewydd,Gwynedd 007A,Gwynedd,1489,8
W01000056,Bowydd and Rhiw,Gwynedd 009A,Gwynedd,635,4
W01000057,Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,Gwynedd 016C,Gwynedd,1209,7
W01000059,Cadnant (Gwynedd),Gwynedd 006A,Gwynedd,386,3
W01000060,Corris/Mawddwy,Gwynedd 015B,Gwynedd,934,5
W01000061,Criccieth,Gwynedd 011B,Gwynedd,1685,9
W01000062,Deiniol,Gwynedd 001A,Gwynedd,1023,6
W01000063,Deiniolen,Gwynedd 005A,Gwynedd,671,4
W01000064,Dewi,Gwynedd 002A,Gwynedd,1093,6
W01000065,Diffwys and Maenofferen,Gwynedd 009B,Gwynedd,755,4
W01000066,Dolbenmaen,Gwynedd 010A,Gwynedd,910,5
W01000067,Dolgellau North,Gwynedd 016D,Gwynedd,1242,7
W01000068,Dolgellau South,Gwynedd 016E,Gwynedd,1029,6
W01000069,Dyffryn Ardudwy,Gwynedd 013A,Gwynedd,1180,7
W01000070,Efail-newydd/Buan,Gwynedd 012A,Gwynedd,1258,7
W01000071,Gerlan,Gwynedd 003B,Gwynedd,892,5
W01000072,Glyder,Gwynedd 002B,Gwynedd,1453,8
W01000073,Groeslon,Gwynedd 008A,Gwynedd,1395,8
W01000074,Harlech,Gwynedd 013B,Gwynedd,1176,7
W01000075,Hendre (Gwynedd),Gwynedd 002C,Gwynedd,874,5
W01000076,Hirael & Garth 1,Gwynedd 001B,Gwynedd,1450,8
W01000077,Hirael & Garth 2,Gwynedd 001C,Gwynedd,1005,6
W01000078,Llanaelhaearn,Gwynedd 011C,Gwynedd,622,4
W01000079,Llanbedr,Gwynedd 013C,Gwynedd,1196,7
W01000080,Llanbedrog & Abersoch,Gwynedd 014C,Gwynedd,1417,8
W01000081,Llanberis,Gwynedd 005B,Gwynedd,1208,7
W01000082,Llandderfel & Llanuwchllyn 1,Gwynedd 015C,Gwynedd,1058,6
W01000083,Llandderfel & Llanuwchllyn 2,Gwynedd 015D,Gwynedd,1333,7
W01000084,Llanengan,Gwynedd 014D,Gwynedd,1392,8
W01000085,Llangelynin,Gwynedd 017C,Gwynedd,679,4
W01000086,Llanllyfni & Clynnog,Gwynedd 008B,Gwynedd,744,4
W01000087,Llanrug,Gwynedd 004C,Gwynedd,1555,9
W01000088,Llanwnda,Gwynedd 007B,Gwynedd,1285,7
W01000089,Llanystumdwy,Gwynedd 011D,Gwynedd,1235,7
W01000090,Marchog 1,Gwynedd 002D,Gwynedd,157,1
W01000091,Marchog 2,Gwynedd 001D,Gwynedd,105,1
W01000092,Menai (Bangor),Gwynedd 001E,Gwynedd,1696,9
W01000093,Menai (Caernarfon),Gwynedd 006B,Gwynedd,1548,9
W01000094,Morfa Nefyn,Gwynedd 012B,Gwynedd,1354,8
W01000095,Nefyn,Gwynedd 012C,Gwynedd,1389,8
W01000096,Ogwen 1,Gwynedd 003C,Gwynedd,835,5
W01000097,Ogwen 2,Gwynedd 003D,Gwynedd,767,5
W01000098,Peblig (Caernarfon),Gwynedd 006C,Gwynedd,103,1
W01000099,Penisarwaun,Gwynedd 005C,Gwynedd,1266,7
W01000100,Penrhyndeudraeth 1,Gwynedd 010B,Gwynedd,1436,8
W01000101,Penrhyndeudraeth 2,Gwynedd 013D,Gwynedd,1374,8
W01000102,Pentir 1,Gwynedd 002E,Gwynedd,1615,9
W01000103,Pentir 2,Gwynedd 005D,Gwynedd,1095,6
W01000104,Penygroes (Gwynedd),Gwynedd 008C,Gwynedd,944,5
W01000105,Porthmadog East,Gwynedd 010C,Gwynedd,926,5
W01000106,Porthmadog West,Gwynedd 010D,Gwynedd,1480,8
W01000107,Porthmadog - Tremadog,Gwynedd 010E,Gwynedd,1033,6
W01000108,Pwllheli North,Gwynedd 012D,Gwynedd,987,6
W01000109,Pwllheli South,Gwynedd 012E,Gwynedd,841,5
W01000110,Seiont 1,Gwynedd 006D,Gwynedd,1116,6
W01000111,Seiont 2,Gwynedd 007C,Gwynedd,649,4
W01000112,Talysarn,Gwynedd 008D,Gwynedd,596,4
W01000113,Teigl,Gwynedd 009C,Gwynedd,890,5
W01000114,Trawsfynydd,Gwynedd 009D,Gwynedd,1154,7
W01000115,Tregarth & Mynydd Llandygai,Gwynedd 003E,Gwynedd,1338,8
W01000116,Tywyn 1,Gwynedd 017D,Gwynedd,1447,8
W01000117,Tywyn 2,Gwynedd 017E,Gwynedd,799,5
W01000118,Waunfawr,Gwynedd 007D,Gwynedd,1188,7
W01000119,Y Felinheli,Gwynedd 004D,Gwynedd,1425,8
W01000121,Betws-y-Coed,Conwy 015A,Conwy,1207,7
W01000122,Betws yn Rhos,Conwy 014A,Conwy,1215,7
W01000123,Bryn,Conwy 013A,Conwy,966,6
W01000124,Caerhun,Conwy 012A,Conwy,1339,8
W01000125,Capelulo,Conwy 013B,Conwy,1319,7
W01000126,Colwyn 1,Conwy 009A,Conwy,1429,8
W01000127,Colwyn 2,Conwy 009B,Conwy,522,3
W01000128,Colwyn 3,Conwy 009C,Conwy,1175,7
W01000129,Conwy 1,Conwy 012B,Conwy,732,4
W01000130,Conwy 2,Conwy 012C,Conwy,1496,8
W01000131,Conwy 3,Conwy 012D,Conwy,1292,7
W01000132,Craig-y-Don 1,Conwy 001A,Conwy,790,5
W01000133,Craig-y-Don 2,Conwy 002A,Conwy,1640,9
W01000134,Crwst,Conwy 015B,Conwy,897,5
W01000135,Deganwy 1,Conwy 006A,Conwy,1834,10
W01000136,Deganwy 2,Conwy 006B,Conwy,1276,7
W01000137,Eglwysbach,Conwy 015C,Conwy,1357,8
W01000138,Eirias 1,Conwy 008A,Conwy,829,5
W01000139,Eirias 2,Conwy 007A,Conwy,1678,9
W01000140,Gele 1,Conwy 010B,Conwy,623,4
W01000141,Gele 2,Conwy 010C,Conwy,1567,9
W01000142,Gele 3,Conwy 010D,Conwy,1717,9
W01000143,Glyn (Conwy) 1,Conwy 007B,Conwy,531,3
W01000144,Glyn (Conwy) 2,Conwy 007C,Conwy,110,1
W01000145,Glyn (Conwy) 3,Conwy 008B,Conwy,752,4
W01000146,Gogarth 1,Conwy 001B,Conwy,712,4
W01000147,Gogarth 2,Conwy 001C,Conwy,1167,7
W01000148,Gower (Conwy),Conwy 015D,Conwy,1293,7
W01000149,Kinmel Bay 1,Conwy 005A,Conwy,277,2
W01000150,Kinmel Bay 2,Conwy 005B,Conwy,832,5
W01000151,Kinmel Bay 3,Conwy 005C,Conwy,381,2
W01000152,Kinmel Bay 4,Conwy 005D,Conwy,610,4
W01000153,Llanddulas,Conwy 009D,Conwy,1204,7
W01000154,Llandrillo yn Rhos 1,Conwy 003A,Conwy,1610,9
W01000155,Llandrillo yn Rhos 2,Conwy 004A,Conwy,1482,8
W01000156,Llandrillo yn Rhos 3,Conwy 004B,Conwy,1510,8
W01000157,Llandrillo yn Rhos 4,Conwy 004C,Conwy,494,3
W01000158,Llandrillo yn Rhos 5,Conwy 004D,Conwy,1621,9
W01000159,Llangernyw,Conwy 014B,Conwy,1044,6
W01000162,Llansannan,Conwy 014C,Conwy,1149,7
W01000163,Llysfaen 1,Conwy 009E,Conwy,172,1
W01000164,Llysfaen 2,Conwy 009F,Conwy,957,6
W01000165,Marl 1,Conwy 006C,Conwy,1832,10
W01000166,Marl 2,Conwy 006D,Conwy,831,5
W01000167,Mochdre,Conwy 011C,Conwy,468,3
W01000168,Mostyn (Conwy) 1,Conwy 002B,Conwy,528,3
W01000169,Mostyn (Conwy) 2,Conwy 001D,Conwy,489,3
W01000170,Pandy,Conwy 013C,Conwy,1364,8
W01000171,Pant-yr-afon/Penmaenan 1,Conwy 013D,Conwy,912,5
W01000172,Pant-yr-afon/Penmaenan 2,Conwy 013E,Conwy,498,3
W01000173,Penrhyn 1,Conwy 003B,Conwy,1740,10
W01000174,Penrhyn 2,Conwy 003C,Conwy,1823,10
W01000175,Penrhyn 3,Conwy 003D,Conwy,1807,10
W01000176,Pensarn 1,Conwy 011D,Conwy,624,4
W01000177,Pensarn 2,Conwy 011E,Conwy,1355,8
W01000178,Pentre Mawr 1,Conwy 010E,Conwy,362,2
W01000179,Pentre Mawr 2,Conwy 010F,Conwy,1665,9
W01000180,Rhiw 1,Conwy 008C,Conwy,1751,10
W01000181,Rhiw 2,Conwy 008D,Conwy,1817,10
W01000182,Rhiw 3,Conwy 007D,Conwy,240,2
W01000183,Rhiw 4,Conwy 008E,Conwy,1428,8
W01000184,Towyn,Conwy 005E,Conwy,267,2
W01000185,Trefriw,Conwy 015E,Conwy,1106,6
W01000186,Tudno 1,Conwy 001E,Conwy,351,2
W01000187,Tudno 2,Conwy 002C,Conwy,113,1
W01000188,Tudno 3,Conwy 002D,Conwy,1464,8
W01000189,Uwch Conwy,Conwy 015F,Conwy,1105,6
W01000190,Uwchaled,Conwy 014D,Conwy,1200,7
W01000191,Bodelwyddan,Denbighshire 009A,Denbighshire,898,5
W01000192,Corwen 1,Denbighshire 016A,Denbighshire,1002,6
W01000193,Corwen 2,Denbighshire 015A,Denbighshire,846,5
W01000194,Denbigh Central,Denbighshire 011A,Denbighshire,701,4
W01000195,Denbigh Lower 1,Denbighshire 012A,Denbighshire,1780,10
W01000196,Denbigh Lower 2,Denbighshire 012B,Denbighshire,1718,9
W01000197,Denbigh Lower 3,Denbighshire 012C,Denbighshire,1620,9
W01000198,Denbigh Upper/Henllan 1,Denbighshire 011B,Denbighshire,163,1
W01000199,Denbigh Upper/Henllan 2,Denbighshire 011C,Denbighshire,720,4
W01000200,Dyserth 1,Denbighshire 008A,Denbighshire,1484,8
W01000201,Dyserth 2,Denbighshire 008B,Denbighshire,751,4
W01000202,Efenechtyd,Denbighshire 015B,Denbighshire,1518,8
W01000203,Llanarmon-yn-Ial/Llandegla,Denbighshire 013A,Denbighshire,1578,9
W01000204,Llanbedr Dyffryn Clwyd/Llangynhafal,Denbighshire 013B,Denbighshire,1663,9
W01000205,Llandrillo,Denbighshire 016B,Denbighshire,869,5
W01000206,Llandyrnog,Denbighshire 013C,Denbighshire,1387,8
W01000207,Llanfair Dyffryn Clwyd/Gwyddelwern,Denbighshire 015C,Denbighshire,1511,8
W01000208,Llangollen 1,Denbighshire 016C,Denbighshire,862,5
W01000209,Llangollen 2,Denbighshire 016D,Denbighshire,1071,6
W01000210,Llangollen 3,Denbighshire 016E,Denbighshire,1587,9
W01000211,Llanrhaeadr-yng-Nghinmeirch,Denbighshire 012D,Denbighshire,1341,8
W01000212,Prestatyn Central 1,Denbighshire 003A,Denbighshire,1543,9
W01000213,Prestatyn Central 2,Denbighshire 002A,Denbighshire,288,2
W01000214,Prestatyn East 1,Denbighshire 002B,Denbighshire,458,3
W01000215,Prestatyn East 2,Denbighshire 002C,Denbighshire,1779,10
W01000216,Prestatyn East 3,Denbighshire 002D,Denbighshire,652,4
W01000217,Prestatyn Meliden,Denbighshire 008C,Denbighshire,808,5
W01000218,Prestatyn North 1,Denbighshire 001A,Denbighshire,786,5
W01000219,Prestatyn North 2,Denbighshire 001B,Denbighshire,959,6
W01000220,Prestatyn North 3,Denbighshire 001C,Denbighshire,647,4
W01000221,Prestatyn South West 1,Denbighshire 003B,Denbighshire,633,4
W01000222,Prestatyn South West 2,Denbighshire 003C,Denbighshire,1039,6
W01000223,Rhuddlan 1,Denbighshire 009B,Denbighshire,1522,8
W01000224,Rhuddlan 2,Denbighshire 009C,Denbighshire,1332,7
W01000225,Rhuddlan 3,Denbighshire 009D,Denbighshire,1164,7
W01000226,Rhyl East 1,Denbighshire 004A,Denbighshire,389,3
W01000227,Rhyl East 2,Denbighshire 004B,Denbighshire,1234,7
W01000228,Rhyl East 3,Denbighshire 004C,Denbighshire,99,1
W01000229,Rhyl South 1,Denbighshire 017E,Denbighshire,549,3
W01000230,Rhyl South 2,Denbighshire 017F,Denbighshire,1343,8
W01000231,Rhyl South East 1,Denbighshire 017A,Denbighshire,894,5
W01000232,Rhyl South East 2,Denbighshire 017B,Denbighshire,1066,6
W01000233,Rhyl South East 3,Denbighshire 017C,Denbighshire,1157,7
W01000234,Rhyl South East 4,Denbighshire 017G,Denbighshire,182,1
W01000235,Rhyl South East 5,Denbighshire 017D,Denbighshire,1527,8
W01000236,Rhyl South West 1,Denbighshire 006A,Denbighshire,100,1
W01000237,Rhyl South West 2,Denbighshire 006B,Denbighshire,20,1
W01000238,Rhyl South West 3,Denbighshire 006C,Denbighshire,655,4
W01000239,Rhyl West 1,Denbighshire 004D,Denbighshire,11,1
W01000240,Rhyl West 2,Denbighshire 004E,Denbighshire,2,1
W01000241,Rhyl West 3,Denbighshire 004F,Denbighshire,19,1
W01000242,Ruthin 1,Denbighshire 014A,Denbighshire,1060,6
W01000243,Ruthin 2,Denbighshire 014B,Denbighshire,1593,9
W01000244,Ruthin 3,Denbighshire 014C,Denbighshire,1850,10
W01000245,St. Asaph East,Denbighshire 010A,Denbighshire,1631,9
W01000246,St. Asaph West,Denbighshire 010B,Denbighshire,783,5
W01000247,Trefnant,Denbighshire 010C,Denbighshire,1146,6
W01000248,Tremeirchion,Denbighshire 008D,Denbighshire,1340,8
W01000249,Argoed (Flintshire) 1,Flintshire 014A,Flintshire,1843,10
W01000250,Argoed (Flintshire) 2,Flintshire 014B,Flintshire,1847,10
W01000251,Aston 1,Flintshire 013A,Flintshire,1162,7
W01000252,Aston 2,Flintshire 010A,Flintshire,1399,8
W01000253,Bagillt East,Flintshire 003A,Flintshire,866,5
W01000254,Bagillt West,Flintshire 003B,Flintshire,474,3
W01000255,Broughton North East,Flintshire 015A,Flintshire,1329,7
W01000256,Broughton South 1,Flintshire 015B,Flintshire,1216,7
W01000257,Broughton South 2,Flintshire 015C,Flintshire,1735,10
W01000258,Brynford,Flintshire 006A,Flintshire,1372,8
W01000259,Buckley Bistre East 1,Flintshire 017A,Flintshire,734,4
W01000260,Buckley Bistre East 2,Flintshire 017B,Flintshire,1505,8
W01000261,Buckley Bistre West 1,Flintshire 014C,Flintshire,1439,8
W01000262,Buckley Bistre West 2,Flintshire 017C,Flintshire,617,4
W01000263,Buckley Bistre West 3,Flintshire 017D,Flintshire,451,3
W01000264,Buckley Mountain 1,Flintshire 012A,Flintshire,1566,9
W01000265,Buckley Mountain 2,Flintshire 012B,Flintshire,1598,9
W01000266,Buckley Pentrobin 1,Flintshire 017E,Flintshire,1314,7
W01000267,Buckley Pentrobin 2,Flintshire 017F,Flintshire,1468,8
W01000268,Buckley Pentrobin 3,Flintshire 013B,Flintshire,1755,10
W01000269,Caergwrle,Flintshire 020A,Flintshire,1150,7
W01000270,Caerwys 1,Flintshire 006B,Flintshire,1568,9
W01000271,Caerwys 2,Flintshire 006C,Flintshire,1316,7
W01000272,Cilcain,Flintshire 006D,Flintshire,1512,8
W01000273,Connah's Quay Central 1,Flintshire 007A,Flintshire,669,4
W01000274,Connah's Quay Central 2,Flintshire 007B,Flintshire,193,2
W01000275,Connah's Quay Golftyn 1,Flintshire 007C,Flintshire,1274,7
W01000276,Connah's Quay Golftyn 2,Flintshire 008A,Flintshire,1474,8
W01000277,Connah's Quay Golftyn 3,Flintshire 008B,Flintshire,1475,8
W01000278,Connah's Quay Golftyn 4,Flintshire 007D,Flintshire,230,2
W01000279,Connah's Quay South 1,Flintshire 008C,Flintshire,1411,8
W01000280,Connah's Quay South 2,Flintshire 010B,Flintshire,1410,8
W01000281,Connah's Quay South 3,Flintshire 008D,Flintshire,1448,8
W01000282,Connah's Quay South 4,Flintshire 010C,Flintshire,1852,10
W01000283,Connah's Quay Wepre,Flintshire 008E,Flintshire,938,5
W01000284,Ewloe 1,Flintshire 013C,Flintshire,1690,9
W01000285,Ewloe 2,Flintshire 013D,Flintshire,1782,10
W01000286,Ewloe 3,Flintshire 013E,Flintshire,1677,9
W01000287,Ffynnongroyw,Flintshire 001A,Flintshire,507,3
W01000288,Flint Castle,Flintshire 004A,Flintshire,311,2
W01000289,Flint Coleshill 1,Flintshire 005A,Flintshire,1583,9
W01000290,Flint Coleshill 2,Flintshire 004B,Flintshire,343,2
W01000291,Flint Coleshill 3,Flintshire 005B,Flintshire,1070,6
W01000292,Flint Oakenholt 1,Flintshire 004C,Flintshire,392,3
W01000293,Flint Oakenholt 2,Flintshire 004D,Flintshire,595,4
W01000294,Flint Trelawny 1,Flintshire 005C,Flintshire,1390,8
W01000295,Flint Trelawny 2,Flintshire 005D,Flintshire,1284,7
W01000296,Greenfield 1,Flintshire 003C,Flintshire,239,2
W01000297,Greenfield 2,Flintshire 003D,Flintshire,1078,6
W01000298,Gronant,Flintshire 001B,Flintshire,449,3
W01000299,Gwernaffield,Flintshire 019A,Flintshire,1625,9
W01000300,Gwernymynydd,Flintshire 019B,Flintshire,1582,9
W01000301,Halkyn,Flintshire 006E,Flintshire,1471,8
W01000302,Hawarden,Flintshire 013F,Flintshire,1838,10
W01000303,Higher Kinnerton,Flintshire 018A,Flintshire,1868,10
W01000304,Holywell Central,Flintshire 003E,Flintshire,155,1
W01000305,Holywell East,Flintshire 003F,Flintshire,964,6
W01000306,Holywell West,Flintshire 002A,Flintshire,636,4
W01000307,Hope 1,Flintshire 020B,Flintshire,1816,10
W01000308,Hope 2,Flintshire 020C,Flintshire,1287,7
W01000309,Leeswood,Flintshire 019C,Flintshire,1064,6
W01000310,Llanfynydd,Flintshire 020D,Flintshire,1455,8
W01000311,Mancot 1,Flintshire 011A,Flintshire,1184,7
W01000312,Mancot 2,Flintshire 011B,Flintshire,650,4
W01000313,Mold Broncoed 1,Flintshire 016A,Flintshire,1067,6
W01000314,Mold Broncoed 2,Flintshire 016B,Flintshire,470,3
W01000315,Mold East,Flintshire 016C,Flintshire,1014,6
W01000316,Mold South 1,Flintshire 016D,Flintshire,1775,10
W01000317,Mold South 2,Flintshire 016E,Flintshire,1896,10
W01000318,Mold West 1,Flintshire 016F,Flintshire,231,2
W01000319,Mold West 2,Flintshire 016G,Flintshire,919,5
W01000320,Mostyn (Flintshire),Flintshire 002B,Flintshire,535,3
W01000321,New Brighton 1,Flintshire 014D,Flintshire,1871,10
W01000322,New Brighton 2,Flintshire 014E,Flintshire,1585,9
W01000323,Northop 1,Flintshire 012C,Flintshire,1671,9
W01000324,Northop 2,Flintshire 012D,Flintshire,1825,10
W01000325,Northop Hall,Flintshire 010D,Flintshire,1743,10
W01000326,Penyffordd 1,Flintshire 018B,Flintshire,1758,10
W01000327,Penyffordd 2,Flintshire 018C,Flintshire,1762,10
W01000328,Queensferry,Flintshire 011C,Flintshire,360,2
W01000329,Saltney Mold Junction,Flintshire 015D,Flintshire,628,4
W01000330,Saltney Stonebridge 1,Flintshire 015E,Flintshire,719,4
W01000331,Saltney Stonebridge 2,Flintshire 015F,Flintshire,1237,7
W01000332,Sealand 1,Flintshire 009A,Flintshire,709,4
W01000333,Sealand 2,Flintshire 009B,Flintshire,261,2
W01000334,Shotton East,Flintshire 009C,Flintshire,702,4
W01000335,Shotton Higher 1,Flintshire 009D,Flintshire,285,2
W01000336,Shotton Higher 2,Flintshire 009E,Flintshire,82,1
W01000337,Shotton West,Flintshire 009F,Flintshire,927,5
W01000338,Trelawnyd and Gwaenysgor,Flintshire 001C,Flintshire,1205,7
W01000339,Treuddyn,Flintshire 019D,Flintshire,1272,7
W01000340,Whitford,Flintshire 002C,Flintshire,1557,9
W01000341,Acton 1,Wrexham 009A,Wrexham,1155,7
W01000342,Acton 2,Wrexham 009B,Wrexham,492,3
W01000343,Borras Park 1,Wrexham 007A,Wrexham,1901,10
W01000344,Borras Park 2,Wrexham 007B,Wrexham,1810,10
W01000345,Bronington 1,Wrexham 018A,Wrexham,1479,8
W01000346,Bronington 2,Wrexham 018B,Wrexham,1565,9
W01000347,Brymbo 1,Wrexham 006A,Wrexham,1378,8
W01000348,Brymbo 2,Wrexham 006B,Wrexham,592,4
W01000349,Brynyffynnon 1,Wrexham 011A,Wrexham,971,6
W01000350,Brynyffynnon 2,Wrexham 011B,Wrexham,506,3
W01000351,Bryn Cefn,Wrexham 005A,Wrexham,1016,6
W01000352,Cartrefle 1,Wrexham 010A,Wrexham,579,4
W01000353,Cartrefle 2,Wrexham 010B,Wrexham,128,1
W01000354,Cefn 1,Wrexham 017A,Wrexham,1192,7
W01000355,Cefn 2,Wrexham 017B,Wrexham,476,3
W01000356,Cefn 3,Wrexham 017C,Wrexham,432,3
W01000359,Chirk North 1,Wrexham 019C,Wrexham,1330,7
W01000360,Chirk North 2,Wrexham 019D,Wrexham,513,3
W01000361,Chirk South,Wrexham 019E,Wrexham,925,5
W01000362,Coedpoeth 1,Wrexham 006C,Wrexham,415,3
W01000363,Coedpoeth 2,Wrexham 006D,Wrexham,1412,8
W01000364,Coedpoeth 3,Wrexham 006E,Wrexham,1128,6
W01000365,Erddig,Wrexham 011C,Wrexham,1229,7
W01000366,Esclusham 1,Wrexham 014A,Wrexham,700,4
W01000367,Esclusham 2,Wrexham 014B,Wrexham,1644,9
W01000368,Garden Village,Wrexham 008A,Wrexham,1796,10
W01000369,Gresford East and West 1,Wrexham 020F,Wrexham,1688,9
W01000370,Gresford East and West 2,Wrexham 020G,Wrexham,1683,9
W01000371,Grosvenor 1,Wrexham 008B,Wrexham,1056,6
W01000372,Grosvenor 2,Wrexham 008C,Wrexham,461,3
W01000373,Gwenfro,Wrexham 005B,Wrexham,357,2
W01000374,Gwersyllt East and South 1,Wrexham 003A,Wrexham,699,4
W01000375,Gwersyllt East and South 2,Wrexham 003B,Wrexham,1422,8
W01000376,Gwersyllt East and South 3,Wrexham 003C,Wrexham,1584,9
W01000377,Gwersyllt North 1,Wrexham 004A,Wrexham,1254,7
W01000378,Gwersyllt North 2,Wrexham 004B,Wrexham,316,2
W01000379,Gwersyllt West 1,Wrexham 004C,Wrexham,337,2
W01000380,Gwersyllt West 2,Wrexham 004D,Wrexham,1197,7
W01000381,Hermitage 1,Wrexham 012A,Wrexham,619,4
W01000382,Hermitage 2,Wrexham 012B,Wrexham,256,2
W01000383,Holt 1,Wrexham 020A,Wrexham,1418,8
W01000384,Holt 2,Wrexham 020B,Wrexham,1700,9
W01000385,Johnstown 1,Wrexham 014C,Wrexham,1716,9
W01000386,Johnstown 2,Wrexham 015A,Wrexham,658,4
W01000387,Little Acton 1,Wrexham 008D,Wrexham,1837,10
W01000388,Little Acton 2,Wrexham 008E,Wrexham,1466,8
W01000389,Llangollen Rural,Wrexham 017D,Wrexham,1331,7
W01000390,Llay 1,Wrexham 020C,Wrexham,1398,8
W01000391,Llay 2,Wrexham 003D,Wrexham,1241,7
W01000392,Llay 3,Wrexham 003E,Wrexham,395,3
W01000393,Maesydre,Wrexham 009C,Wrexham,778,5
W01000394,Marchwiel 1,Wrexham 016A,Wrexham,1602,9
W01000395,Marchwiel 2,Wrexham 016B,Wrexham,1124,6
W01000396,Marford and Hoseley 1,Wrexham 020H,Wrexham,1891,10
W01000397,Marford and Hoseley 2,Wrexham 020I,Wrexham,1904,10
W01000398,Minera 1,Wrexham 013A,Wrexham,1247,7
W01000399,Minera 2,Wrexham 013B,Wrexham,1680,9
W01000400,New Broughton 1,Wrexham 005C,Wrexham,1000,6
W01000401,New Broughton 2,Wrexham 005D,Wrexham,763,4
W01000402,Offa,Wrexham 011D,Wrexham,842,5
W01000403,Overton 1,Wrexham 018C,Wrexham,1531,9
W01000404,Overton 2,Wrexham 018D,Wrexham,1493,8
W01000405,Pant,Wrexham 015B,Wrexham,442,3
W01000406,Penycae,Wrexham 013C,Wrexham,317,2
W01000407,Penycae and Ruabon South 1,Wrexham 016C,Wrexham,1703,9
